session_id,target
1,0.00023735653951987152
2,4.979101070156621e-07
3,1.988903840523737e-06
4,9.392648740385526e-07
5,0.00017821705512980357
6,7.415796891550695e-05
7,0.00592176124541147
8,0.002259021729543947
9,6.125712438432603e-05
10,0.00211268665458418
11,0.000360434039130849
12,2.5522210937443833e-05
13,5.630628572128534e-05
14,0.02166003660934965
15,0.0010371229414307614
16,0.0002920489077081506
17,0.003421539777318648
18,1.768369951755392e-05
19,0.004242387155503279
20,2.333710881925448e-06
21,0.06799077122430262
22,1.8228264036478467e-06
23,0.0005700877796064141
24,0.0006396228734759702
25,0.01981489357984253
26,1.2094410766420364e-05
27,0.00011520862664727827
28,7.738669626336328e-07
29,0.019127179140534974
30,0.0005201270670827634
31,0.02965813635892878
32,0.02752925473237509
33,0.00011862041265173917
34,1.3407072020444078e-05
35,0.02377038657179231
36,0.0014602108188285317
37,1.467871127131593e-07
38,9.442930570502771e-07
39,0.0005201270670827634
40,8.800079987772159e-06
41,0.002767973044347208
42,0.0011081112977519936
43,0.0001742230852009982
44,4.9979152693177117e-05
45,0.1748460427235075
46,8.36785515245776e-05
47,0.0003948915088076628
48,4.527276273909263e-05
49,0.0002828339537368581
50,8.6228807615933e-06
51,6.030713331509727e-07
52,0.0001551042096972046
53,0.060021268894984124
54,0.0006309122747628563
55,0.000414025962774607
56,0.0013221865450230165
57,2.4837550483428364e-06
58,2.7570749948460214e-05
59,6.218905358364464e-06
60,2.0384194180677226e-06
61,9.919888441248516e-06
62,0.0006884074131638996
63,9.360287291597049e-06
64,0.0009293280075065014
65,6.746005887761124e-06
66,4.532754997556357e-06
67,0.0003730726416498003
68,0.0004892393522238829
69,0.14761677544990529
70,5.934240948165452e-05
71,0.0005209427213050161
72,0.0002175906486736749
73,0.003590492834460618
74,1.742455429261736e-05
75,0.0003912444869405857
76,0.0009629788628208371
77,0.0026188211580957426
78,0.0036053628822720223
79,0.00021064661871669118
80,2.909045572610609e-05
81,3.853095602490579e-05
82,0.00015233244297943753
83,2.179940923374547e-07
84,0.8625935222856808
85,0.00014463842129577872
86,3.4795183665027304e-06
87,0.007767350724875118
88,0.0016640516716866353
89,0.0034708727489792092
90,0.1117328929748374
91,5.1930794822288314e-05
92,2.010488603969108e-06
93,0.02833294326505439
94,0.00011575437847229737
95,0.004374158609064035
96,1.5259287717525781e-06
97,0.0008105520355996847
98,2.6654015503961426e-05
99,2.361813365391445e-05
100,0.001159260962913791
101,0.0001391594597597178
102,0.005257040809491002
103,0.00033160855860531673
104,0.00034389706753474767
105,0.00011885026961185476
106,7.568989158275843e-05
107,0.000680045967923155
108,9.137494929034777e-05
109,1.9961951451660237e-05
110,3.186312794228493e-05
111,0.001351262616279485
112,5.943152507336179e-07
113,0.0009225634698333021
114,5.535951670623947e-06
115,3.6453637690755986e-05
116,4.15851259542366e-06
117,0.00026011101244779756
118,0.005675665863204603
119,9.890140798837793e-07
120,0.0008600147419944598
121,1.3321676491001654e-05
122,1.4869996171707736e-05
123,7.0037439239503e-05
124,0.00011681650176553005
125,0.006205304782327211
126,1.9922733934744934e-06
127,2.2489944981661457e-06
128,0.00011226525944088995
129,0.005977747183852369
130,0.008232181794340498
131,0.0017350947439929345
132,0.00592176124541147
133,0.003671173057740828
134,0.00010686830250163811
135,3.4039266973569184e-06
136,0.0008909072407274445
137,0.00010726119380627363
138,0.004982633034365988
139,5.430024660759003e-06
140,0.00018461326050302334
141,2.3580233828493875e-07
142,0.00010199083148192142
143,0.0001180836187295141
144,0.007278332350085821
145,4.979101070156621e-07
146,0.0006540089139171145
147,0.00016586223754814334
148,0.004143834885601765
149,0.005811013205090984
150,0.01863700323534186
151,2.3111584130503534e-06
152,0.014182064793342402
153,0.000244406730708366
154,0.00027660615217195097
155,0.0005557242312738758
156,1.466138183081911e-05
157,3.4986717766254676e-05
158,0.0008909072407274445
159,0.00010969736302597053
160,1.4869996171707736e-05
161,0.003714740190523534
162,0.00040686477890304016
163,0.0006300642676417597
164,0.007557676565455541
165,1.738420620575991e-05
166,1.688288951941194e-05
167,0.016579678485675573
168,0.005812950109640979
169,0.004024962537499908
170,0.0020841647600573967
171,0.006164963715402294
172,0.0002173261520514091
173,0.0006156324994466611
174,0.0003744816103714703
175,0.5081721970582802
176,0.004523798280224276
177,0.015271082776411113
178,1.364400080953075e-05
179,0.00039571561884690047
180,0.002102177819857666
181,0.0001222891484415829
182,0.00147864646435594
183,5.163403256809125e-05
184,0.00010314471802627377
185,0.00020495432918304218
186,0.00037443587346822586
187,2.33218900240728e-06
188,1.6912747956489384e-06
189,0.006612494907944407
190,0.00022541648009831463
191,0.00011875758727415094
192,4.791389433730673e-05
193,0.0042147081167803425
194,0.0007707813177826665
195,5.6900393248103915e-05
196,1.2321320373305231e-05
197,0.002037927342266519
198,0.006680506337720374
199,0.0279611307390314
200,8.662688006328054e-06
201,8.36785515245776e-05
202,0.08984051336669654
203,2.6444279783107625e-06
204,4.805924388700395e-05
205,0.025045048056932
206,1.6906476205198578e-08
207,0.0009872680138868968
208,0.001085010263988039
209,1.7794855306278072e-06
210,0.004804598752662275
211,0.00019462679678302003
212,0.004580301375271782
213,1.2929520631262251e-05
214,0.005494183578780893
215,0.0008867568482189691
216,0.008810316165906818
217,0.01935652891727287
218,0.004024962537499908
219,0.003076530138854041
220,0.004369390974080588
221,0.0027330749796561716
222,4.408262746284227e-05
223,0.007280702077979971
224,0.004024962537499908
225,0.08117680498816703
226,0.01004360114527469
227,0.004750320721288218
228,0.00010617416229246991
229,5.4083596990149024e-05
230,0.0024652550688276636
231,0.00022659070618746328
232,2.2855586670217042e-05
233,2.2199449994091596e-05
234,0.008746684913517155
235,0.00017901308437629152
236,0.0002609827730447938
237,0.004656305733531041
238,0.00592176124541147
239,0.0005201270670827634
240,0.010064270835113933
241,9.82878647081277e-05
242,1.0215299971403052e-07
243,1.1861058722269472e-07
244,2.6378990311721767e-05
245,0.0005431699012076155
246,0.0001299284362256499
247,0.030053506724131502
248,0.0016021172260748202
249,8.199188721497466e-05
250,0.0010242668925385444
251,0.04167965998809873
252,3.519775312197457e-05
253,5.883492182583909e-05
254,0.002669322387462736
255,0.0036533785669534196
256,2.3586204973736242e-07
257,0.00012520135313264115
258,0.008596676281673545
259,0.00876275227834628
260,0.001214077417205349
261,0.00036686282703680956
262,0.001809156987941307
263,0.0014732859349097756
264,0.005819186379741922
265,0.0001471455809637359
266,9.407866567896694e-06
267,4.735834074111372e-09
268,0.00015736639141973518
269,0.0008322930396750273
270,0.001232226869014341
271,8.963370715624179e-06
272,0.00011878197538307646
273,1.2223191011320264e-05
274,0.004971110800356919
275,0.007671899812668625
276,7.010212454671342e-06
277,0.003571197439795716
278,0.011968813120730068
279,1.1743508828505916e-05
280,0.00550542125247225
281,0.00011827090004580051
282,0.0007457945519682616
283,0.004398120874992495
284,6.061352995814222e-05
285,4.3685145253825846e-05
286,1.133064540662935e-06
287,0.005531064966118978
288,4.119185882771833e-06
289,0.0022401646486541493
290,7.188824650549814e-06
291,0.002042574401676584
292,0.0015249810674469349
293,0.00845841631354173
294,8.329603810581314e-05
295,3.11957936920295e-05
296,3.194520884201448e-05
297,0.00014441638169672094
298,0.0001825139864478312
299,2.4015209316617005e-06
300,3.519835160481812e-05
301,7.188824650549814e-06
302,0.00033674161837266914
303,2.7832243251132674e-05
304,0.0006062574431097564
305,0.07732998513563384
306,7.061227729914897e-06
307,0.004478757734883921
308,0.0001302815659683654
309,0.005350207803486224
310,1.209820439546784e-05
311,0.004494861036200801
312,0.007732924240333439
313,0.001136677080734014
314,2.1520701258311332e-05
315,0.000498028836837786
316,5.889092527819404e-05
317,0.008019498257307843
318,5.463662721016795e-05
319,0.00011016651065204023
320,0.00044138879971116586
321,0.00981655355356374
322,2.9647886957304832e-05
323,3.870576031763093e-05
324,0.0034029550610920516
325,0.01153909221966675
326,0.004133439545644587
327,0.0003042586199139486
328,0.005107255911026188
329,1.4869996171707736e-05
330,6.537319815493482e-06
331,0.01864333834891071
332,0.0014573357672358078
333,0.31718229213071203
334,2.8570721687444203e-05
335,8.157978525467486e-05
336,0.0001867650653426078
337,0.0030238586238038527
338,0.01391418588900012
339,4.198134441701591e-05
340,0.005411567997930571
341,3.571787091194778e-06
342,0.0035537810599825265
343,0.005889867607622594
344,0.007251120028424008
345,0.00272699726690789
346,0.00013478727408990988
347,0.9074748155739473
348,4.396181142545341e-06
349,8.265069439930797e-06
350,0.011984494035372668
351,0.000427487469137275
352,0.004003023761670357
353,0.09156583547294404
354,0.0032016398315946816
355,0.00867865044816114
356,0.00045614442325219237
357,0.0005193897363263259
358,1.742455429261736e-05
359,0.002682536075273497
360,0.00016011856552226972
361,0.003278603571059116
362,0.0009877218192876165
363,0.00018038050600521196
364,0.0010074201190011193
365,6.302947069022425e-08
366,2.8700926647093003e-08
367,1.801933634157974e-06
368,0.006615691493770111
369,0.006531377202908278
370,8.538957391243834e-06
371,0.00592176124541147
372,5.778994277588023e-06
373,2.814098232030584e-06
374,2.589438678306547e-06
375,0.00012291273547357018
376,0.0070931403090395105
377,0.001062907080152151
378,5.883395506178997e-06
379,1.729298615413321e-06
380,0.0001187142293203116
381,0.0028470680426726
382,0.007361421559520922
383,3.652070443633952e-05
384,0.00019002826757879586
385,0.0045833463575286615
386,0.0004202982721349414
387,0.001755989636336294
388,0.0028943723640758572
389,2.159697345561926e-05
390,2.744481677264136e-05
391,0.00012942978980556283
392,0.0018092697766216252
393,0.0001701916778748711
394,7.871464692288871e-06
395,6.306958481336402e-05
396,0.0008963236564593911
397,0.00011238798603038272
398,0.001409584264403822
399,6.033084605508494e-08
400,0.00035779576219109447
401,1.8928630059001096e-06
402,0.0003486593061528433
403,0.00021183505040489478
404,0.17868036802007412
405,0.001054255348056537
406,0.01871522815294325
407,9.297104745557174e-05
408,8.310014232521467e-06
409,0.006143703366661768
410,0.0006015348895657443
411,2.1142464818476513e-05
412,7.5918658144760215e-06
413,0.003411375588466705
414,2.958738724115163e-05
415,7.698763343134805e-07
416,8.939640702831842e-05
417,0.009649531088509715
418,1.7442021313545468e-06
419,2.7628166681752233e-05
420,0.0016237427647344533
421,0.0047783181304461315
422,0.00592176124541147
423,4.923280956598023e-05
424,0.0001592404113263204
425,5.6674374643426736e-08
426,0.1544993321103752
427,3.728264067148554e-05
428,3.109953718099521e-08
429,0.0004695184044899992
430,1.4869996171707736e-05
431,3.086686685933112e-06
432,0.011726207847265099
433,0.00014311532233551164
434,0.002693600746241476
435,3.748539000721454e-05
436,0.0014394343853893106
437,0.0003333579713393596
438,0.00023534281224230573
439,0.00011678784812915181
440,3.4689240329739294e-07
441,5.835802853922769e-05
442,3.808428753504426e-05
443,1.3504250223722681e-05
444,6.249873905826746e-05
445,0.00027229963653749897
446,0.005170733808879876
447,0.00013845554122211045
448,0.01629738096080964
449,6.380035778666442e-05
450,0.0010061891960546686
451,0.0014365893239985028
452,0.0007791506404230462
453,0.0014115052908243303
454,9.623003669486074e-06
455,6.0534341704851914e-05
456,8.704698569750796e-05
457,1.2280730754778123e-05
458,0.0008648913516636423
459,0.00017025656969631338
460,0.040628972196669576
461,0.00011226525944088995
462,1.8581690495860345e-06
463,1.291984035350598e-06
