id,dep_delayed_15min
0,0.04570112528731961
1,0.05409253920920723
2,0.04465787992757723
3,0.29709674810567704
4,0.331187819346642
5,0.07311213449945017
6,0.05140733455677172
7,0.2215946456617661
8,0.12017476157050185
9,0.31331616452069183
10,0.3001553214839245
11,0.35433043133970255
12,0.09289195989921588
13,0.12862627552466657
14,0.07802948167918086
15,0.27294119660782995
16,0.13290447777262285
17,0.24994820547898036
18,0.491819748254907
19,0.01469553971445903
20,0.15463179051275047
21,0.05121981409819565
22,0.33235456848532485
23,0.10704720810535448
24,0.21578544821732124
25,0.3631570993550068
26,0.013752139354809272
27,0.06154643385131784
28,0.2856812182042148
29,0.11539239956980095
30,0.20343667694747242
31,0.3971307349338812
32,0.025366646127105277
33,0.18803887525831756
34,0.4965415195837747
35,0.24428211398190378
36,0.17540963376753674
37,0.1834040597951696
38,0.07918950014487926
39,0.19095674737057294
40,0.19161841246691425
41,0.17915315097833806
42,0.1514556605646617
43,0.28462711759973386
44,0.09685494569355026
45,0.4648665837318424
46,0.003434975006659303
47,0.20496822606933585
48,0.7007638137424633
49,0.10124708889515067
50,0.46562993866443486
51,0.03740397922940517
52,0.15865077261686863
53,0.4241301718149706
54,0.11815862689382307
55,0.08412038304002947
56,0.2189154189058217
57,0.3220150203786784
58,0.07456522723077853
59,0.22246348668724614
60,0.19126120673693742
61,0.10316219933003182
62,0.1601276970514875
63,0.21531328940625374
64,0.14636757128313613
65,0.13526189505526795
66,0.02580950294413123
67,0.14067627622157397
68,0.08774560171240625
69,0.2740176753830549
70,0.02039318262807404
71,0.22660603015814937
72,0.4152140271158623
73,0.311040915867148
74,0.8075244103443957
75,0.308110610597234
76,0.09562011718865689
77,0.1363696442891517
78,0.10192952826002033
79,0.11363264111593306
80,0.2155351658804346
81,0.26669089482464864
82,0.0965310193083259
83,0.12167628805261964
84,0.12901656732572073
85,0.016305261778181597
86,0.10737935785016457
87,0.17306617878099065
88,0.1952995492885702
89,0.21282332406940216
90,0.20608551619093632
91,0.2644599730881581
92,0.13466832440150417
93,0.1329330342825679
94,0.19617251362053922
95,0.16770588394571473
96,0.2542928154128179
97,0.19305767955744732
98,0.19602124801515378
99,0.37964571103875316
100,0.1413312833220497
101,0.18430893883217328
102,0.11097004231040875
103,0.23380586739791387
104,0.01600569398734822
105,0.0932239204029478
106,0.32521480075414416
107,0.056995557823540724
108,0.1471938553568498
109,0.21052593242677536
110,0.17992663649199706
111,0.17148370330220775
112,0.9002838200089567
113,0.023622062470086264
114,0.053117471788034984
115,0.13612609433177028
116,0.09023403200906799
117,0.48532526785482955
118,0.0656765339664166
119,0.1739956003662902
120,0.27776535212142955
121,0.24935954337214825
122,0.17886985552878445
123,0.16477575992443835
124,0.2244554215148857
125,0.03877612814249617
126,0.06623201233030494
127,0.03864490488408544
128,0.08303906678457652
129,0.4322650725887322
130,0.19953197640029244
131,0.16630449497978933
132,0.029004205952122115
133,0.18224718813438598
134,0.04823424375768291
135,0.14329986629028152
136,0.3005170299407623
137,0.0975773272188726
138,0.01608871247298062
139,0.06342637953890724
140,0.3404294172073341
141,0.2689316512774884
142,0.2273831712257494
143,0.24835791809067337
144,0.15076877704686825
145,0.18071947418518264
146,0.282331213311061
147,0.19697058674948661
148,0.07883216669833693
149,0.4750575286700653
150,0.578586089785717
151,0.17085357840926607
152,0.1263108010888638
153,0.16515567599798922
154,0.1394489868607025
155,0.14940191141321538
156,0.25262810902232863
157,0.2064015264795497
158,0.38449224764956796
159,0.03068594980870915
160,0.088147669947243
161,0.4570203143446701
162,0.7043639368357486
163,0.1086186964500435
164,0.2737308409442729
165,0.10535756678151074
166,0.18928267084439088
167,0.037896635260742426
168,0.1565313300053382
169,0.22325289945833085
170,0.22387299206146954
171,0.1331681937625665
172,0.12176316141365043
