id,dep_delayed_15min
0,0.021478578100384928
1,0.08384858577019154
2,0.03431560952799889
3,0.5820594020177834
4,0.4633744237617219
5,0.06331147408601209
6,0.13764082613065587
7,0.4840453716685513
8,0.19432306364072577
9,0.26578804567593395
10,0.34981206117250474
11,0.4597227473876479
12,0.16817353242105834
13,0.1278450325864312
14,0.12538606586194176
15,0.21060195583619506
16,0.13575993567651898
17,0.39702268898309834
18,0.4665550477583416
19,0.02928496016956961
20,0.17548203432436468
21,0.06407486257458357
22,0.46276397586091367
23,0.24303084893239832
24,0.2842125614518756
25,0.36847365978132707
26,0.025514268400640906
27,0.04101084635190578
28,0.3957048066176001
29,0.18936894140900495
30,0.22572751545127404
31,0.5910798755988976
32,0.02453437078624285
33,0.2505582284812537
34,0.5167560510789367
35,0.328506671676852
36,0.2162197108778251
37,0.3257365080204077
38,0.18951379203324326
39,0.3219047968354213
40,0.08640342668890415
41,0.08455923639619853
42,0.14113943097481452
43,0.29237582074864793
44,0.11741925768648878
45,0.4293749616644652
46,0.006650732687583013
47,0.1322751186670829
48,0.8076675647018474
49,0.08214108740329139
50,0.6953643043930773
51,0.06858308147567793
52,0.25934238338975124
53,0.6309347701711056
54,0.09354449282102607
55,0.1663232190722084
56,0.20007986299304548
57,0.4198444145171441
58,0.15277332845711078
59,0.23015977747032884
60,0.16126394670878605
61,0.24346069978796714
62,0.10933558625152102
63,0.2029433097446749
64,0.4132428379360423
65,0.1396825760893853
66,0.01714567467739837
67,0.0784845378395521
68,0.23065658549785867
69,0.3388270678611899
70,0.044036271096551685
71,0.4514785941010529
72,0.5160251985591818
73,0.07189675237266333
74,0.8958148276558805
75,0.33079359658784896
76,0.13674893462335327
77,0.107307468185583
78,0.23781675568724672
79,0.17189979179320103
80,0.12158826744129132
81,0.40968045584044543
82,0.09486811327490516
83,0.11872292324313495
84,0.14387244677751412
85,0.04853117144604847
86,0.245908894938932
87,0.26165841773518855
88,0.37468247656680786
89,0.34776340421879043
90,0.12522103071546975
91,0.08912008221880646
92,0.3626500823276317
93,0.18560465912436114
94,0.21524318000310333
95,0.12007103644685847
96,0.3432509495293403
97,0.12168436352406103
98,0.24465975874413964
99,0.6661664815048978
100,0.2915235922860538
101,0.26572047151384787
102,0.11813537042617621
103,0.21452158845641317
104,0.010632309128844643
105,0.2716297378405265
106,0.37642972633585065
107,0.06150567497708686
108,0.13497012379279294
109,0.12057805057159814
110,0.1698464856418753
111,0.14781555266688753
112,0.9151976930533302
113,0.038440660976815894
114,0.013491871441364472
115,0.2391029491735939
116,0.11530685301567978
117,0.7878164132269291
118,0.13453215809682184
119,0.2078725727144995
120,0.39517944416795336
121,0.1777045985920494
122,0.14836919085038233
123,0.09704557800828384
124,0.22696841064927153
125,0.07110658953298507
126,0.10607487862545961
127,0.0746226633823033
128,0.1541963419948482
129,0.701045310570268
130,0.16024839847310846
131,0.165651217090777
132,0.15694861165956375
133,0.2741251705349658
134,0.07198584239135307
135,0.14388367541929373
136,0.5764390180190407
137,0.17832956605000405
138,0.0165805322234188
139,0.13436638966319442
140,0.5714090556919056
141,0.5556252059266047
142,0.6290816569966629
143,0.15413733301862953
144,0.1034410736417907
145,0.11919269536316397
146,0.3509660092664537
147,0.22942051190149096
148,0.04644694529285386
149,0.5270029215398312
150,0.7106714702709339
151,0.14672107415469857
152,0.16407677897772222
153,0.07793038202382419
154,0.18629848341613134
155,0.09735966171844267
156,0.2468639719715046
157,0.18011376346987334
158,0.38640823067533453
159,0.016479456871743486
160,0.1495791413888889
161,0.7319642015447831
162,0.6774787890052291
163,0.13254465194143086
164,0.3900352560558541
165,0.05733087053153505
166,0.14740249616887047
167,0.03790511009608269
168,0.20226511119597507
169,0.4133876288986019
170,0.4891260424026707
171,0.13076581354555403
172,0.07510036686863955
173,0.42853863873068604
174,0.5928059459324545
175,0.5563509512456758
176,0.2946889781846209
177,0.02307621838521454
178,0.39736869999376084
179,0.078956273529108
180,0.051515581673142144
181,0.08977997731565099
182,0.24359350073963917
183,0.7806716582012267
184,0.271580764912191
185,0.31820870947627233
186,0.12702362234917328
187,0.409447384819968
188,0.4145617330833488
189,0.47861611300109774
190,0.39954273687817604
191,0.42557506099661846
192,0.4508944032918898
193,0.32863595752332153
194,0.4005672877987154
195,0.1463773532759036
196,0.10161102527702652
197,0.2630596666809374
198,0.6753684973759375
199,0.5646559900939606
200,0.38185540193455997
201,0.2886703212615631
202,0.2555225326832655
203,0.01724571211141725
204,0.042831780127547535
205,0.3492602772296701
206,0.6631233779805691
207,0.012576494549168005
208,0.12041635185030086
209,0.11116282702177907
210,0.04661767873955682
211,0.062313655705680045
212,0.22547170798313446
213,0.23898156154117106
214,0.08554575902157281
215,0.21260033279109872
216,0.03624585783001379
217,0.4349002812147609
218,0.12462518208676371
219,0.271445403735848
220,0.3992694760143533
221,0.4092956678466334
222,0.3449763646641761
223,0.19894589277528008
224,0.63878061693719
225,0.12368200193351694
226,0.3671666351144014
227,0.7188235376798815
228,0.48210877425829884
229,0.7313427566810978
230,0.020730137280135705
231,0.27279808962134533
232,0.09168402613336213
233,0.23365746258189204
234,0.19939713345798477
235,0.14932250874797534
236,0.013575402381125916
237,0.15344202117389114
238,0.26593059716339207
239,0.12987693106952783
240,0.2514220545636143
241,0.5181924949241685
242,0.13194474337352272
243,0.08678878619882852
244,0.14004462906786244
245,0.1614819967476732
246,0.3844039057098739
247,0.25689736436570276
248,0.7865741139443214
249,0.32440898969346244
250,0.21136385051058437
251,0.04699410150299237
252,0.158982695561424
253,0.35956185581591865
254,0.45662780855434193
255,0.20341796816247576
256,0.20556237553738452
257,0.017920259469076112
258,0.16554765694462598
259,0.01784943330204631
260,0.4148861868411901
261,0.06455447254868597
262,0.5534111587084715
263,0.41275040942160385
264,0.17204332799282
265,0.22581743511736244
266,0.4761194210173669
267,0.15809603338111108
268,0.10002723995806095
269,0.31334236983537295
270,0.047452064135941004
271,0.12008106735675654
272,0.29486272621290965
273,0.0383378683724456
274,0.47804841219989985
275,0.11194314275534223
276,0.05827555206009343
277,0.297794829335798
278,0.18503103567861984
279,0.3003919711059639
280,0.3393876721609998
281,0.46441113059928424
282,0.2620889850234843
283,0.07385155702772903
284,0.2633470126941302
285,0.5074720072575252
286,0.10875235663815437
287,0.15233441066274764
288,0.12834374985997143
289,0.05394869371530224
290,0.11921149122654519
291,0.13347448062438336
292,0.5623627125610012
293,0.20412316080438317
294,0.372453830192991
295,0.04391578272550593
296,0.06942332077160746
297,0.2699419060766575
298,0.21484593971974586
299,0.17694531250662274
300,0.471858851996634
301,0.2635969941332341
302,0.10723948718245195
303,0.2575386702028011
304,0.3059445577005756
305,0.23827282766146168
306,0.22054946746160928
307,0.04920885090098886
308,0.34274341373924017
309,0.08053824468650622
310,0.547101296825414
311,0.3169863434051091
312,0.021746517762279427
313,0.3496397126945608
314,0.29046243823287665
315,0.3415351680406041
316,0.09734528935271275
317,0.13446417882164952
318,0.32065260361707904
319,0.18670608210969913
320,0.25446360242816507
321,0.05768019141774117
322,0.18854273419704712
323,0.12991635004735183
324,0.18876066007993528
325,0.3859208993825547
326,0.050288748528242784
327,0.19333179983332993
328,0.030179983085426146
329,0.3012536696441322
330,0.2220953135865856
331,0.5519086148534473
332,0.2330338534295935
333,0.06555796328117326
334,0.2642584369159123
335,0.20821431480174926
336,0.18819616188858831
337,0.09828424666000504
338,0.517518521292429
339,0.1051140163293709
340,0.015538144187389986
341,0.35894586725443
342,0.21383000296047797
343,0.12898971797294634
344,0.3867536475448261
345,0.9342173809663231
346,0.28062325206774597
347,0.2378798487481608
348,0.1322519825980383
349,0.24194889970753625
350,0.0774097725746554
351,0.13240841989540844
352,0.42115949123939783
353,0.48559327390530177
354,0.12727362692050512
355,0.40020123251298545
356,0.031456510077733396
357,0.4288035567903721
358,0.27563209792455085
359,0.3281287499013183
360,0.12910770307695194
361,0.029578916846075484
362,0.06176893035697216
363,0.15597789843766707
364,0.031741593135828756
365,0.38159926317698667
366,0.8073097271376585
367,0.22754058169477695
368,0.38842211790223774
369,0.12651872458506394
370,0.1321118034853597
371,0.12486579586498828
372,0.2361437984635213
373,0.22863211949474496
374,0.24151414245834898
375,0.10176405947527932
376,0.5021537766770275
377,0.7511288382469995
378,0.2942601574430813
379,0.2245588021874579
380,0.9453798330226956
381,0.6605886943515589
382,0.06474325455500472
383,0.6694705093723409
384,0.22999103523648526
385,0.11755835319881812
386,0.31198613890001287
387,0.08605420022448378
388,0.09835763715861823
389,0.047141344395595856
390,0.38858214066560043
391,0.13281223560914093
392,0.26459471205365115
393,0.02356851154006987
394,0.3669430623274804
395,0.21596929686711835
396,0.07872340133273134
397,0.012795116618162964
398,0.052968772693276725
399,0.1504144710883919
400,0.34168786036281207
401,0.0572857266183116
402,0.09473881084319084
403,0.010545398489335235
404,0.06330358053640689
405,0.0521557640293528
406,0.3641706876737834
407,0.11688786639328431
408,0.37995029678130365
409,0.13787474980606346
410,0.5691993019936628
411,0.008280861146871786
412,0.4678629169718934
