id,dep_delayed_15min
0,0.01251273405001904
1,0.08491505105869257
2,0.046529708078668505
3,0.5786168779217289
4,0.5013530312443184
5,0.0727156456268522
6,0.15454173532923443
7,0.4506428411525418
8,0.11004281917793571
9,0.2919621950352051
10,0.3170098875855957
11,0.352237823319064
12,0.17198017762799409
13,0.09325496266616018
14,0.12337302470800221
15,0.22246897631216123
16,0.1278339924971331
17,0.10562910134105534
18,0.4067844856857086
19,0.011412532368706377
20,0.15260714575499434
21,0.023480329254356672
22,0.40247750135647886
23,0.2534921333989894
24,0.2807644779886038
25,0.5976673010232291
26,0.008844228504126994
27,0.055415469569886584
28,0.31696308365574505
29,0.20372799965564725
30,0.26460365095668625
31,0.7307151937265862
32,0.038870880862178166
33,0.17703562994851735
34,0.39874577352728735
35,0.36258863181958384
36,0.19787259332851023
37,0.37647915003727844
38,0.17870325533465256
39,0.40935761934247666
40,0.08320701102829015
41,0.08799726684092442
42,0.17228247425897322
43,0.3348364045392472
44,0.08623370705983772
45,0.5255444544425805
46,0.002378982747493548
47,0.09458376416246399
48,0.6528238700721976
49,0.08120621624008555
50,0.651722061489914
51,0.03669902328432973
52,0.31412252159346526
53,0.7260319824846602
54,0.07203547457688712
55,0.1657536437061078
56,0.2823663304367641
57,0.373911776097976
58,0.0704556233102409
59,0.24109854964598756
60,0.19087447234797636
61,0.12353715099979949
62,0.06426448158517656
63,0.20327745301539224
64,0.30886519956256175
65,0.16332107204098534
66,0.024850504843584628
67,0.025755890202829455
68,0.1354645698143972
69,0.3267669539295314
70,0.050869505053083776
71,0.3801501683816367
72,0.5677964236831766
73,0.08129245208068435
74,0.8830525448142873
75,0.2043149147682568
76,0.13138049312297664
77,0.13307740918924682
78,0.25459778335606137
79,0.1370830317435639
80,0.28335888577712337
81,0.46033263074242714
82,0.09089972107455893
83,0.08701499658082468
84,0.10046911341116774
85,0.01565042850271942
86,0.28247974844008544
87,0.314506024829431
88,0.27753224437154617
89,0.284797151357997
90,0.12578289706277498
91,0.11938203361285385
92,0.22998371321896455
93,0.1695387201573324
94,0.22070124513744155
95,0.05890915905052837
96,0.532828580091779
97,0.021427341410975045
98,0.24548791663180014
99,0.7546335247721333
100,0.272163919680945
101,0.18614823392422167
102,0.12032392588151662
103,0.23446357997985492
104,0.0025603499396829148
105,0.16121733540893848
106,0.35476159631573156
107,0.035173435803547225
108,0.1927938946395321
109,0.2062902225799735
110,0.2295142245278164
111,0.1309049079234237
112,0.7312643623760587
113,0.05468947455253122
114,0.025497106018158605
115,0.4562575841857588
116,0.21098039135757746
117,0.8471899113642563
118,0.08652537176883161
119,0.22909514251526894
120,0.3503560807944034
121,0.2947837670562006
122,0.11738675168742299
123,0.06268897300711795
124,0.23563765148304727
125,0.05023549097978364
126,0.09902380548131738
127,0.11161030272318348
128,0.05417888696700384
129,0.6282288709136572
130,0.1115251337892392
131,0.17374120860352274
132,0.1599853269625041
133,0.2562379248318259
134,0.05313389934956774
135,0.12455155844960343
136,0.5427929032741923
137,0.14773090067323352
138,0.012594084490520475
139,0.09235255093055296
140,0.4562377119100618
141,0.5411975213817615
142,0.587995044378626
143,0.13952346623422018
144,0.082834303366831
145,0.09396936687795233
146,0.3964516796193236
147,0.11617950879339548
148,0.06957522459917516
149,0.6640356187451159
150,0.7808789960512394
151,0.08873708050165835
152,0.10668656200175809
153,0.0518391876280319
154,0.11640686524986209
155,0.06847182225206949
156,0.26958474569933505
157,0.14966225970843777
158,0.4209712927624488
159,0.013446655027838973
160,0.07240670355379773
161,0.7354572799158507
162,0.5834591528694477
163,0.0946654808149296
164,0.4404039072385497
165,0.025019945674234045
166,0.10320561821811577
167,0.010685811741905017
168,0.15477034609013496
169,0.6069497198026077
170,0.6758242485760255
171,0.10663997930632091
172,0.06302107875576252
173,0.2295305948447025
174,0.6949102982140669
175,0.6139618646359044
176,0.3920622359875406
177,0.009454800902432415
178,0.31369257169409287
179,0.07580391072486758
180,0.041958295498591036
181,0.043339500523478604
182,0.15045812661240482
183,0.8123755788320425
184,0.4066485018321011
185,0.36212996779123513
186,0.09216926493230601
187,0.33551375839980485
188,0.3567761036910793
189,0.3446691756742158
190,0.21536938511809628
191,0.5121058864886234
192,0.31602646910674875
193,0.2322971043009255
194,0.2710606067254582
195,0.13367255246720222
196,0.18706695534339468
197,0.19664175557186941
198,0.6338928572085599
199,0.3355377130014382
200,0.35870490612439465
201,0.23153656047872062
202,0.20475633117740977
203,0.0072752540314673575
204,0.02518617815981202
205,0.2651500890439035
206,0.7179246826290626
207,0.019897778354524186
208,0.13409673083204787
209,0.05407137274124951
210,0.05891358384786221
211,0.07005467346540213
212,0.25370775512539134
213,0.19951425123874458
214,0.11222913600424408
215,0.14293117507664133
216,0.06672172608113462
217,0.16274164024629278
218,0.0885746943863162
219,0.20970925466079132
220,0.39010810263013307
221,0.3284050322679454
222,0.31616941048060393
223,0.12513695650355158
224,0.6107444228303766
225,0.12645344299415195
226,0.18853333202996378
227,0.8068920556251059
228,0.31828208586581436
229,0.6951141286366692
230,0.018148239143586813
231,0.36564990239542733
232,0.03449073244217536
233,0.2875377265922983
234,0.16655641691085118
235,0.12681934572511
236,0.006919333171183746
